Artist,Title,Year,Instrument,Genre,ID,Danceability,Energy,Valence,Tempo,Duration_MS
Netsky,When Darkness Falls,2012,Drums,Electronic / Dance,5WHOwS9mfnmXC25YCLzgKK,,,,,
Jeroen Flamman and Abraxas,I Need Love,1997,Drums,Electronic / Dance,,,,,,
Predator,Mind of a Lunatic,1994,Drums,Electronic / Dance,15ZAAlMaPrhsPQCTVwWa6y,,,,,
Kid606,Slammin' Ragga Bootleg Track,2004,Drums,Electronic / Dance,6tdKaEFp3ZGaslX9EG4t3N,,,,,
Midi Magic,Fantasia,1994,Drums,Electronic / Dance,,,,,,
Silver Bullet,Never Authorise Apocalypse,1991,Drums,Hip-Hop / Rap / R&B,,,,,,
DJ Butcher,Get Busy Pt. 2,2013,Drums,Electronic / Dance,,,,,,
Alec Empire,King of the Streets,1997,Drums,Electronic / Dance,,,,,,
Sky Joose,Me Nice,1995,Drums,Electronic / Dance,,,,,,
Dread & the Bald Head,Ganja Plant (Drum & Bass Mix),1994,Drums,Electronic / Dance,,,,,,
Omni Trio,Soul Promenade,1994,Drums,Electronic / Dance,,,,,,
Cycle-One,Cast Away,2017,Drums,Electronic / Dance,2oe1sdpdaTdUEcSgY2KcDo,,,,,
Fracture and Neptune,Colemanism,2004,Multiple Elements,Electronic / Dance,7twAMFD6gv3sCVIWrJwUUk,,,,,
The Magi & Emanation,Everybody Say Love (The Prodigy Re-Mix),1993,Drums,Electronic / Dance,3usSQzQ0NqkKBXtFrCC5hE,,,,,
Warped Dynamics,Lord of the Amens,2009,Drums,Electronic / Dance,,,,,,
2 Damn Tuff,Ruff Muff,1997,Drums,Electronic / Dance,6qFhxyM6ZNKUhUByYebWg4,,,,,
Rebel MC,Original Ses (Police In Helicopter),2007,Multiple Elements,Electronic / Dance,,,,,,
Cloud 9,Return of the Donut,1992,Drums,Electronic / Dance,,,,,,
Godfather Don,Fromdamental,2009,Drums,Hip-Hop / Rap / R&B,,,,,,
Shawn K. Clement,Duckburg Rooftops,2000,Drums,Jazz / Blues,,,,,,
NegaRen,Love Is Delicious,2009,Drums,Electronic / Dance,,,,,,
Amen Andrews,Amental,2003,Drums,Electronic / Dance,,,,,,
Amen Orchestra,16th Wave,2006,Drums,Electronic / Dance,,,,,,
DAZE (Electronic Producer),Leisure Complex,2016,Drums,Electronic / Dance,,,,,,
Buzz Fuzz,Pump Up Tha Bass,1995,Drums,Electronic / Dance,,,,,,
Subnation,Golden Hen,1993,Drums,Electronic / Dance,,,,,,
Demdike Stare,Collision,2013,Multiple Elements,Electronic / Dance,1o1GBKhluUBHm0tZQdPPPl,,,,,
Sky Joose,Tales of Darkness (Mix 2),1995,Drums,Electronic / Dance,,,,,,
P*Light,Breakin' Down Baby,2011,Drums,Electronic / Dance,,,,,,
Peshay,Gangster,1993,Drums,Electronic / Dance,,,,,,
Law & Auder,Gimme the Weed,1994,Drums,Electronic / Dance,,,,,,
Legowelt,Lumeria2,2015,Drums,Electronic / Dance,,,,,,
Shawn Lee,Vendetta Jocks,2006,Drums,Soundtrack,,,,,,
Bran Van 3000,Gimme Sheldon,1997,Drums,Electronic / Dance,4eX94GKcK16NpeqZm8bjkK,,,,,
Nucleus and Paradox,Rocksteady,2009,Drums,Electronic / Dance,,,,,,
Sounds of Life,Hidden Rooms,1995,Drums,Electronic / Dance,12ZZPc0NZfItFizgKwbNhj,,,,,
Grote Gabber,Het Gabberlied,1997,Drums,Electronic / Dance,,,,,,
Venetian Snares,All the Children Are Dead,2001,Drums,Electronic / Dance,2OH0ZdoOZRoLUy6eFd1i63,,,,,
Fanu,Amok,2009,Drums,Electronic / Dance,2w2SIwmOniruJr1Bse3hZt,,,,,
Zookeepers Revenge,Ain't Nobody Who Knows,1992,Drums,Electronic / Dance,,,,,,
Ventriloquist Snakes,The Most Sadistic,2000,Drums,Electronic / Dance,,,,,,
Family of Intelligence,Bonus Beat #1,1994,Drums,Electronic / Dance,,,,,,
Ruby My Dear,No Smoke,2016,Drums,Electronic / Dance,,,,,,
Danny Breaks,Volume 1 (DJ Harmony Remix),1995,Drums,Electronic / Dance,,,,,,
Sky Joose,Piece a Bass,1995,Drums,Electronic / Dance,,,,,,
Dolphin,Вера,1999,Drums,Hip-Hop / Rap / R&B,,,,,,
Terror Danjah,Power Grid,2010,Drums,Electronic / Dance,4Awun3VnEedX6rEMvkdYXP,,,,,
Makoto,Bubbles,2011,Drums,Other,6nZwX6AfmzfaQjQve9hQJW,,,,,
Jungle Bunnies,We No Bout Dub,1994,Drums,Electronic / Dance,,,,,,
D-Force,Step Up General,1993,Drums,Electronic / Dance,,,,,,
Hadouken!,What She Did,2008,Drums,Electronic / Dance,,,,,,
Buzz Fuzz,Intergalactic Ride,1995,Drums,Electronic / Dance,,,,,,
Ravers Choice,I Want Your Body,1993,Drums,Electronic / Dance,,,,,,
FFF (2),Murder Comet,2016,Drums,Electronic / Dance,,,,,,
Cloud 9,Mr. Logic,1993,Drums,Electronic / Dance,,,,,,
Legowelt,I Was Born in a Valley of Freaks,2015,Drums,Electronic / Dance,,,,,,
Donald D,Show No Mercy,1991,Drums,Hip-Hop / Rap / R&B,2NbRL6S5GbczTMClNoDYdT,,,,,
Alaska and Paradox,Shinjuku,2003,Drums,Electronic / Dance,,,,,,
Squarepusher,Greenways Trajectory,2001,Drums,Electronic / Dance,48g77RmtpA0Nct3Dwjnnf2,,,,,
Jonny L,I Want You,1995,Drums,Electronic / Dance,,,,,,
Squarepusher,The Barn (303 Kebab Mix),1997,Drums,Electronic / Dance,5G9JoTLRJbSdusTbbkgue4,,,,,
Jackson and His Computer Band,Billy,2013,Drums,Electronic / Dance,4LfuloPD0n2w2cUkv9ntTr,,,,,
Two Dark Troopers,I Wanna Be Your Lover,1993,Drums,Electronic / Dance,,,,,,
Sponge (2),The Crash,1994,Drums,Electronic / Dance,,,,,,
A.Y.B Force,Wild Pitch,2006,Drums,Hip-Hop / Rap / R&B,,,,,,
Pugwash,NASA,1993,Drums,Electronic / Dance,,,,,,
Law & Auder,Feel It,1995,Drums,Electronic / Dance,,,,,,
Intense,Streams of Thought,1995,Drums,Electronic / Dance,,,,,,
DJ Earl and DJ Taye,Do It Again,2014,Drums,Electronic / Dance,,,,,,
DJ Seduction,Feel So Good,1993,Drums,Electronic / Dance,,,,,,
DJ Dove,Bird of Prey,1993,Drums,Electronic / Dance,,,,,,
DJ Marky,Roundabout,2015,Drums,Electronic / Dance,78e4vU7sQOoHL4Vbz2sWrb,,,,,
Sam Binga,Wasted Days (Sully Remix),2017,Drums,Electronic / Dance,,,,,,
Trinity (Dillinja),Gangsta,1995,Drums,Electronic / Dance,,,,,,
Pendulum and Bulletproof,Mind's Eye,2004,Drums,Electronic / Dance,,,,,,
Charly Lownoise and Mental Theo,Are We Doin'It ??,1996,Drums,Electronic / Dance,,,,,,
DJ Different,Doin It Differently,2017,Drums,Electronic / Dance,68m0jBbdrOzxB4w2h9q9K1,,,,,
Hamilton,Soundboy,2010,Drums,Electronic / Dance,0R63KmN8uTCRIH2DfbvDwy,,,,,
Boora,Dedication,2014,Drums,Hip-Hop / Rap / R&B,,,,,,
Sky Joose,"Happiness, Saddness & Madness",1995,Drums,Electronic / Dance,,,,,,
Counterstrike,Possessed,2013,Drums,Electronic / Dance,6zsr0eGHiOVUkczr802x7H,,,,,
Clouds,Future 1,2013,Drums,Electronic / Dance,5Er1EuGwYzRojMgvImzW0E,,,,,
Hood,Resonant 1942,1996,Drums,Rock / Pop,,,,,,
Keeno,Nocturne,2013,Drums,Electronic / Dance,7p6RXRFNp3KgUZmond1ACi,,,,,
DHS,Mars,2002,Drums,Electronic / Dance,4PpLLXE62zTQZvnBne44vn,,,,,
μ-Ziq,Carpet Muncher,1999,Drums,Electronic / Dance,22lb5SU3O7a1vt4mzfNv84,,,,,
High Tone,9 Bass Channels,2005,Drums,Electronic / Dance,7lHRwQWZI0Z4IzeYHS36NL,,,,,
Ellis Dee,Junglist Warrior,1994,Drums,Electronic / Dance,,,,,,
Breakage,47 Kuts,2002,Drums,Electronic / Dance,,,,,,
Source Direct,Shimmer,1994,Drums,Electronic / Dance,,,,,,
Future Sound of Hardcore,Euphoria,1993,Drums,Electronic / Dance,,,,,,
Source Direct,Mind Weaver,1998,Drums,Electronic / Dance,2BJMcB43K76701x8djS5sI,,,,,
Coco Bryce,The Mother Goddess,2017,Drums,Electronic / Dance,,,,,,
Mastgrr,Duty Calls for 162bpm,2008,Drums,Electronic / Dance,,,,,,
DJ Playstation,Fulfil My Dream,2018,Drums,Electronic / Dance,1OwvpBOxc9m4OTa2yoTMj7,,,,,
DJ Junk,Monsters & Demons,1993,Drums,Electronic / Dance,,,,,,
Lemon D,I Can't Stop,1996,Drums,Electronic / Dance,0IttWAQPotgVvl8ttEJZjt,,,,,
Bay B Kane,Good Good Sensi,1994,Drums,Electronic / Dance,4z3UyYhKM70GTKBW24tzZX,,,,,
Pitchshifter,Microwaved,1998,Drums,Rock / Pop,0q06WhZb0yS9THK2GWYGPV,,,,,
Doc Scott,Technology,1994,Drums,Electronic / Dance,,,,,,
Krinjah,Worker Man,2005,Drums,Electronic / Dance,,,,,,
Seba and Paradox,Frost,2005,Drums,Electronic / Dance,,,,,,
Renard,Silverboxer,2009,Drums,Electronic / Dance,,,,,,
Sky Joose,Tales of Darkness (Mix 3),1995,Drums,Electronic / Dance,,,,,,
Bonde Do Role,Marina Gasolina (Fake Blood Remix),2007,Drums,Electronic / Dance,2tky3UtJSUWsDGZVZoYkBK,,,,,
Code 071,A London Sumtin' (Tek 9 Remix),1994,Drums,Electronic / Dance,,,,,,
Bizzy B and Equinox,Everybody,1993,Drums,Electronic / Dance,,,,,,
Nebula,Imagination,2016,Drums,Electronic / Dance,00KA1xHGihl1ZfGb98iwmA,,,,,
Aladdin (Drum & Bass),So Good,1994,Drums,Electronic / Dance,,,,,,
Swift & Zinc,Brightness,1993,Drums,Electronic / Dance,,,,,,
Depeche Mode,A Question of Time (Joebot Presents 'Radio Face' Remix),2011,Drums,Electronic / Dance,6RbKoyeTkbYWgcHvh0pMfb,,,,,
Luke Vibert and BJ Cole,Start the Panic,2000,Drums,Electronic / Dance,,,,,,
Sonic Subjunkies,Never Trust a Pretty Face,1995,Drums,Electronic / Dance,1xrDlxEsVAXecaePHpSUjU,,,,,
Current Value,Edge of Dreams,2010,Drums,Electronic / Dance,286qRzmX00HegXu4kH9uqW,,,,,
Remarc,Menace,2003,Drums,Electronic / Dance,,,,,,
Richard Jacques,Heartland,2000,Drums,Soundtrack,,,,,,
Cycheouts Ghost,ArcadeX,2005,Drums,Electronic / Dance,,,,,,
DJ Gizmo,Resque,1995,Drums,Electronic / Dance,,,,,,
1.8.7,Sabotage,1998,Drums,Electronic / Dance,,,,,,
Mega City 2,London to Essex in 3 Hours,1992,Drums,Electronic / Dance,,,,,,
Keys N Krates,Save Me,2015,Drums,Electronic / Dance,6TzMM6mJ6U6rK1at9L4vkw,,,,,
Boora,The First Wave 1987-1988,2013,Drums,Hip-Hop / Rap / R&B,,,,,,
Anetha,Leftover Love,2016,Drums,Electronic / Dance,6oMNXoYmkW5K2rd6aB38Xs,,,,,
Ragga Headds,In Da Jungle (Kitten Style),1995,Drums,Electronic / Dance,,,,,,
DJ's Unite,DJ's Unite Vol 1 (Remix),1992,Drums,Electronic / Dance,3FbTKbIAFV4KZLhjiTYi1n,,,,,
T.O.P.D.R.O.P.,Achtung! (Speedcity Remix),1994,Drums,Electronic / Dance,,,,,,
Future Engineers,Eden,2007,Drums,Electronic / Dance,,,,,,
Renard,Who's Ready for the Basement,2011,Drums,Electronic / Dance,,,,,,
Robert Miles and Trilok Gurtu,The Big Picture,2004,Drums,Electronic / Dance,,,,,,
The Ganja Kru,Magic,1997,Drums,Electronic / Dance,,,,,,
Dred Bass,World of Music,1995,Drums,Electronic / Dance,,,,,,
Scott Brown and Omar Santana,Shoot This MF,1996,Drums,Electronic / Dance,,,,,,
Flux Pavilion,Cut Me Out (Orkid Remix),2017,Drums,Electronic / Dance,0M8hb6k5wq5IGb344jHNNn,,,,,
Asa Masa,Suomi Saamelaisille,2011,Drums,Hip-Hop / Rap / R&B,,,,,,
Dub One,Wray,2010,Drums,Electronic / Dance,,,,,,
Project One,Can't Take the Heartbreak,1992,Drums,Electronic / Dance,,,,,,
Sickboy,Worst Trade Central,2002,Drums,Other,,,,,,
Johnny Jungle,Killa Sound (Krome & Time Remix),1995,Drums,Electronic / Dance,1HMRaiEI8LfL8FiYC4cPkf,,,,,
Falco,Der Kommissar 2000,1998,Drums,Hip-Hop / Rap / R&B,,,,,,
Hrvatski,Routine Exercise,1999,Drums,Electronic / Dance,,,,,,
Björk,"Jóga (Alec Empire ""Empire State of Emergency"" Remix)",1997,Drums,Electronic / Dance,,,,,,
Prayer,Seeing,2017,Drums,Electronic / Dance,5iq4MpiYTRbGoqEkEKM5vn,,,,,
Amon Tobin,Fast Eddie,1998,Drums,Electronic / Dance,426jrPtZ5NQZaTgiDK1XSV,,,,,
Equinox,Extreme Justice Pt.1,2016,Drums,Electronic / Dance,,,,,,
Orbital and Kirk Hammett,Satan (Spawn Version),1997,Drums,Electronic / Dance,,,,,,
Rebel MC,Revolution,1992,Hook / Riff,Electronic / Dance,,,,,,
Caspa,Louder,2007,Drums,Electronic / Dance,2jypDH31JQrPEa1ExtbyCt,,,,,
Van Kleef,Life Began Changing,1994,Drums,Electronic / Dance,,,,,,
DJ Seduction,So in Love (Vibes & Wishdokta Remix),1994,Drums,Electronic / Dance,1jGssDDas2GoE51gFN2FIM,,,,,
Shitmat,Aequeosalinocalcalinoceraceoa Luminosocupreovitriolic,2006,Drums,Electronic / Dance,,,,,,
DJ Krust,Kloakin Devices,2000,Drums,Electronic / Dance,,,,,,
The Clifford Gilberto Rhythm Combination,I Was Young and Needed the Money!,1998,Drums,Electronic / Dance,5lQkCfP9EjG9OZLUFkxeiU,,,,,
Back-On,Chain (Rockin' 8 Glider Mix),2007,Drums,Soundtrack,,,,,,
Charly Lownoise and Mental Theo,Just Can't Get Enough,1997,Drums,Electronic / Dance,2l2zYplvdjpRDEAmoHKX0t,,,,,
D.O.P.E.,Dope on Plastic,1993,Drums,Electronic / Dance,,,,,,
Puretone,Addicted to Bass,1998,Drums,Rock / Pop,7GGvmpgq0XY1IPOgcv0rEr,,,,,
Plug,Cheesy (Amen Mix),1996,Drums,Electronic / Dance,,,,,,
Plug,Back on Time,2012,Drums,Electronic / Dance,1QDQuNBELBvIaXgmdg2VHB,,,,,
CHVRCHES,Recover (Sam Binga Remix),2014,Drums,Electronic / Dance,,,,,,
Back-On,Chain (Magnificentral Mix),2007,Drums,Soundtrack,,,,,,
DJ Seduction,Everybody,1994,Drums,Electronic / Dance,44XoLZaMUMmXdXRr9L3AVK,,,,,
Shy FX,We Nuh Ease Up,1995,Drums,Electronic / Dance,,,,,,
"Alexander ""Siren"" Brandon",Three Wheels Turning,1999,Drums,Electronic / Dance,,,,,,
Da Youngsta's,Cartoons,1992,Drums,Hip-Hop / Rap / R&B,23IbAHo6xced13WpuV1emE,,,,,
Bad Company UK,Hornet,2002,Drums,Electronic / Dance,1Z4TPimILWCK7hIEVJJABc,,,,,
Skream,Lightning,2006,Drums,Electronic / Dance,2SZg6AWZItyIxpXXkrtSsP,,,,,
Tim Reaper,PSI,2016,Drums,Electronic / Dance,,,,,,
Brokin English Klik,They Shoulda Killed Me,1993,Drums,Hip-Hop / Rap / R&B,75ENmgvTMXbCT2FC20uo79,,,,,
Freddy Fresh,Years Back,1998,Drums,Electronic / Dance,75e7GVvSP2zkivUHF0Gdd9,,,,,
Killersound,What Is a Ragga Twin,1992,Drums,Electronic / Dance,,,,,,
Emmanuel Top,Fly-Tox,1995,Drums,Electronic / Dance,54mJ292tv4YyjA22Sw8hwO,,,,,
SNBRN,Raindrops (Prince Fox Remix),2015,Drums,Electronic / Dance,7yga4zng5oRdvVs2ORdnHz,,,,,
Ujico*,Candy Dash,2015,Drums,World,,,,,,
Tim Exile,The Devil's Chimney,2005,Drums,Electronic / Dance,,,,,,
Outlander,Vamp (Wildcat Remix),1997,Drums,Electronic / Dance,20hLGu2PC9wzvfH9c5k9p2,,,,,
Rico & Miella and Telykast,Worth Fighting for (Maven Remix),2016,Drums,Electronic / Dance,4pO7UHanTwqGntG8ln64Ku,,,,,
Krinjah,My Gal,2005,Drums,Electronic / Dance,,,,,,
DJ Seduction,Really Dark (But Not to Dark Mix),1993,Drums,Electronic / Dance,,,,,,
Plasmic Life,Sphere,1994,Drums,Electronic / Dance,,,,,,
Lady Dana and DJ Skorp,The Execution,1996,Drums,Electronic / Dance,,,,,,
Ephixa,Some Wobbles,2011,Drums,Electronic / Dance,3GLXFIHck82iqnWqhnm03n,0.581,0.799,0.339,139.994,315862.0
Plug,Feelings,1996,Drums,Electronic / Dance,,,,,,
Heavyweight,Another World,1996,Drums,Electronic / Dance,,,,,,
Fenturion,Alien Territory,1993,Drums,Electronic / Dance,,,,,,
Chase & Status,In Love,2010,Drums,Electronic / Dance,5kGfWCevJniQnHn7tMbGMn,0.528,0.883,0.562,174.996,355400.0
Hrvatski,Apostle,1999,Drums,Electronic / Dance,,,,,,
Aussie Poester,Hakkûh Kafé,1997,Drums,Electronic / Dance,,,,,,
Clawfinger,Biggest & the Best (Pitchshifter De-mix),1997,Drums,Rock / Pop,,,,,,
Digital,Moody Runt,2016,Drums,Electronic / Dance,4uxLsE7JAGSJqbRMPXbC9L,0.492,0.993,0.778,172.983,400812.0
4lung,YEAR OF THE DOG,2018,Drums,Electronic / Dance,,,,,,
DJ Skizo,Dark Corner B-Boy Medley,2000,Drums,Hip-Hop / Rap / R&B,,,,,,
The Specialist,Gwarn,1993,Drums,Electronic / Dance,,,,,,
Gin & Tonic,Let It Go (Dance Master Mix),1993,Drums,Electronic / Dance,,,,,,
Dax J,In the Shadows,2015,Drums,Electronic / Dance,349gWGq7HVjfeEjVYO0duA,0.456,0.851,0.731,144.989,216090.0
Amen Andrews,Fast and Bulbous,2003,Drums,Electronic / Dance,,,,,,
Noise Overload,Silly Games,1992,Drums,Electronic / Dance,,,,,,
Same Old Sean,Laydown,2014,Drums,Hip-Hop / Rap / R&B,,,,,,
Future Prophecies,Bring the Noise,2005,Drums,Electronic / Dance,1loN5RHuhvxF2Xb4okSvHF,0.41,0.978,0.0397,116.004,380082.0
Kid Lib,Seduction,2016,Drums,Electronic / Dance,,,,,,
Makoto,Enterprise,1999,Drums,Electronic / Dance,,,,,,
μ-Ziq,Meinheld,2003,Drums,Electronic / Dance,46KIjiWrxkvm4lMspUxTzF,0.396,0.935,0.42,106.724,219653.0
Macc and dgoHn,7C 1020,2010,Drums,Electronic / Dance,6l9QFWdpLmSqVgzEjWrYIU,0.244,0.644,0.0363,170.006,481000.0
Skream,Listenin' to the Records on My Wall,2010,Drums,Electronic / Dance,6PkYDPn1J0O0LYoTOG74PC,0.596,0.936,0.689,137.023,207453.0
N-Zo and Dj Invincible,Funky Sensation,1994,Drums,Electronic / Dance,,,,,,
DJ DNA,Hip Swing,1998,Drums,Electronic / Dance,,,,,,
Hellrazor,I Feel So High,1993,Drums,Electronic / Dance,,,,,,
Sickboy,Bohemian Crapsody,2004,Drums,Electronic / Dance,6su6ER9Q2ljXXujvnI9G0K,0.613,0.931,0.78,102.297,194627.0
1.8.7,Atmosphere (Remix),1998,Drums,Electronic / Dance,,,,,,
E-Z Rollers,Crowd Rocker,2003,Drums,Electronic / Dance,,,,,,
Lewi and Chopper,Make Love 2 Me (Mix 1),1995,Drums,Electronic / Dance,,,,,,
The Men From Del Bosca,El-Bland-E,1992,Drums,Electronic / Dance,,,,,,
Sunshine Productions,Above the Clouds (DJ Vibes & Wishdokta Remix),1992,Drums,Electronic / Dance,0gFxwhufQdMVB2gxugtjda,0.598,0.94,0.805,159.827,399290.0
Adraen,Sunnyville,2009,Drums,Electronic / Dance,,,,,,
Redeyes,Let It Shine,2008,Drums,Electronic / Dance,3oIdxdJQJklfFzvk737fQo,0.507,0.951,0.641,175.949,354333.0
Party Animals,Hava Naquila,1996,Drums,Electronic / Dance,2ydlXJULx6Q3g7af0un7Bm,0.512,0.929,0.492,168.132,224893.0
Dominant Force,Taking Over Ragga Hip Hop,1991,Drums,Hip-Hop / Rap / R&B,,,,,,
Brains,Jungle Sound,2011,Drums,Electronic / Dance,,,,,,
Movement Ex,KK Punanni,1990,Drums,Hip-Hop / Rap / R&B,,,,,,
Mandidextrous and Vandal,Gals Dem Sugar,2013,Drums,Electronic / Dance,,,,,,
Redrose,Jungle Tempo,1995,Drums,Electronic / Dance,4WzSxkv9PXlMNaE73UQfDI,0.68,0.793,0.496,159.8,384227.0
Plug,Flight 78,2012,Drums,Electronic / Dance,7HpdpolkxpK0mvSkk2g2k5,0.624,0.826,0.133,165.834,464670.0
SPL,It Won't Stop,2006,Drums,Electronic / Dance,,,,,,
The Spiders From Mars,Fly to Me to the Moon & Back,2000,Drums,Electronic / Dance,,,,,,
Dawn Richard,Calypso,2015,Drums,Electronic / Dance,4qpDOw3U9WcF0fmC0hlRp9,0.404,0.847,0.374,141.725,265047.0
Baby D,Take Me to Heaven (Rollin' Rhythms Remix),1996,Drums,Electronic / Dance,,,,,,
Cloud 9,Snow,1995,Drums,Electronic / Dance,,,,,,
Jars of Clay,Fade to Grey,1997,Drums,Rock / Pop,7KWqyi5Utg5VlifmujE3pL,0.569,0.924,0.574,121.925,214493.0
Wagon Christ,Ataride,2001,Drums,Electronic / Dance,47ZeRq9yZIUXVjFPQ9IMdY,0.684,0.891,0.765,127.08,416693.0
Makoto,Free Your Mind,2007,Drums,Electronic / Dance,0LQmJ46Zqw4umAfLLGwsiQ,0.406,0.958,0.778,173.979,325500.0
Sickboy,Fist Up in the Air,2004,Drums,Electronic / Dance,53hWaZSMqtoK5ztsG90KOU,0.486,0.944,0.605,189.929,198320.0
Depeche Mode,Only When I Lose Myself (Subsonic Legacy Remix),1998,Drums,Electronic / Dance,3mYhEq7xItxGQdYI8VsG5M,0.521,0.456,0.269,108.984,421093.0
Fenturion,Mother Ship,1993,Drums,Electronic / Dance,,,,,,
DJ Seduction,Got the Music,1994,Drums,Electronic / Dance,5EVw6PAfx62ZcVkft4en0c,0.8,0.689,0.325,159.807,289872.0
Ray Keith,Jazz It Up,1996,Drums,Electronic / Dance,4gRsC7gPHByje1RL899JmB,0.335,0.85,0.765,42.341,403533.0
Kemet Crew,The Seed,1995,Drums,Electronic / Dance,,,,,,
Ellis Dee,Big Up Your Chest (Remix),1994,Drums,Electronic / Dance,,,,,,
Technimatic,The Evening Loop,2013,Drums,Electronic / Dance,6NQnb2yI5JbT2mnsEoZoRv,0.353,0.918,0.139,116.624,400457.0
Nicki Richards,Sunshine,1991,Drums,Hip-Hop / Rap / R&B,,,,,,
Special Request,Leviathan,2017,Drums,Electronic / Dance,4vQCfv3n2Bs49vVMISBQAH,0.481,0.687,0.446,110.359,348035.0
The Timespan and Bertie,Don't Mess,1995,Drums,Electronic / Dance,,,,,,
Seba,Nightwalker,2003,Drums,Electronic / Dance,,,,,,
Xedos,Subsonic,1996,Drums,Electronic / Dance,,,,,,
Interactive,Forever Young,1994,Multiple Elements,Electronic / Dance,1tZL5aX8SfaCdqL5ML6O4f,0.565,0.959,0.763,159.762,224667.0
Limewax,Sure Revision,2005,Drums,Electronic / Dance,,,,,,
Cut 'N' Move,Cut 'N' Move Theme,1991,Drums,Hip-Hop / Rap / R&B,2kNDc8v3JgN4LBPrCdrp4I,0.719,0.76,0.189,103.615,149893.0
Harmony & Xtreme,Wicked & Bad,1994,Drums,Electronic / Dance,,,,,,
Seba and Lotek (Drum & Bass),So Long,1995,Drums,Electronic / Dance,,,,,,
Makoto,Black Bird,2007,Drums,Electronic / Dance,4b2WMyOmASGpH9DlnptCSu,0.408,0.952,0.365,173.941,295500.0
Alec Empire,The Peak,1996,Drums,Electronic / Dance,43bTH1UmmyeJrtrUsyf0v0,0.462,0.924,0.406,122.128,234933.0
Dominant Force,Criminals,1991,Hook / Riff,Hip-Hop / Rap / R&B,,,,,,
Abstract Illusion,Dark Droid Dub,2016,Drums,Electronic / Dance,,,,,,
Suprême NTM,Le Pouvoir,1991,Drums,Hip-Hop / Rap / R&B,6OLZqjKYwBhc5W7T0c9RSN,0.726,0.87,0.701,113.535,276507.0
Machine Girl,Excruciating Deth (Phase γ),2014,Drums,Electronic / Dance,,,,,,
The Terrorist,Sing Time,1995,Drums,Electronic / Dance,0sUUBWJJLLlw6WIzHELp4s,0.682,0.879,0.748,159.845,383693.0
"Alexander ""Siren"" Brandon",Lock,1999,Drums,Electronic / Dance,,,,,,
Paradox,Nostalgia,1996,Drums,Electronic / Dance,0uko3GNt2MrrfTJvWMw8RN,0.466,0.606,0.531,86.25,192052.0
The Sentinel,Heavy Vibes,1994,Drums,Electronic / Dance,,,,,,
No Remorze,Dark Malice '95,1995,Drums,Hip-Hop / Rap / R&B,,,,,,
Rantoul,The Ladder,1999,Drums,Electronic / Dance,0wj3RK9ZGIHJDGGd6sguMi,0.249,0.78,0.0376,169.882,475000.0
Nitro Fun,Final Boss,2015,Drums,Electronic / Dance,4jdjBlQOB9Fik1Mgk0aOa8,0.592,0.985,0.459,129.936,316651.0
Rhythm for Reasons,The Love Statement,1994,Drums,Electronic / Dance,,,,,,
Rude Ass Tinker,Silk Ties,2001,Drums,Electronic / Dance,,,,,,
Will Irvine,Hellraiser,1993,Drums,Electronic / Dance,,,,,,
Secret Chiefs 3,Jãbarsã,1998,Drums,World,2NZAvhdjzIKkl1UjCscHPp,0.402,0.935,0.299,157.172,379240.0
Natural Mystic (Drum & Bass),Echos,1995,Drums,Electronic / Dance,,,,,,
DJ Ham and DJ Poosie,Master Peace,1995,Drums,Electronic / Dance,,,,,,
Vibes & Wishdokta,Gun 'N' Bass,1994,Drums,Electronic / Dance,,,,,,
General Malice,Bloodclaat,2003,Drums,Electronic / Dance,,,,,,
Skin Up,A Juicy Red Apple (Sweet Edit),1992,Drums,Electronic / Dance,,,,,,
Nasty Habits,Prototyped,1996,Drums,Electronic / Dance,0ak0KURz19KaTu2ZdJxNHd,0.272,0.858,0.135,173.919,421867.0
DJ Red Alert & Mike Slammer,Walking on Sunshine,1994,Drums,Electronic / Dance,,,,,,
The Future Sound of London,We Have Explosive (Oil Dub),1997,Drums,Electronic / Dance,4sZARpUyTPn2NLAnad1KgI,0.588,0.864,0.553,125.01,384484.0
Threshold (2),Ease Off,2016,Drums,Electronic / Dance,,,,,,
Cut & Run,Rude Boy,2010,Drums,Electronic / Dance,,,,,,
Out of Order,Right Guard,1993,Drums,Electronic / Dance,,,,,,
Typhoon (Drum & Bass),Redline (John Rolodex Remix),2004,Drums,Electronic / Dance,,,,,,
Seba,Nobody Knows,2018,Drums,Electronic / Dance,6MLJzY6qxI5Eqh6sEj9lGD,0.435,0.968,0.686,174.968,375786.0
Tom and Jerry,Yamming Snacks Like Shaggy,1993,Drums,Electronic / Dance,,,,,,
Dom & Roland,Transmissions,1998,Drums,Electronic / Dance,10f2xtptIEClSrBoBridwm,0.471,0.844,0.907,165.115,305360.0
DJ Red Alert & Mike Slammer,Let's Do It,1994,Drums,Electronic / Dance,,,,,,
Hidenori Shoji,Amusement Park,2002,Drums,Soundtrack,,,,,,
Sedzy,Go Ina It,1994,Drums,Electronic / Dance,79be2Fy6BSYUFkiOYTRa42,0.534,0.964,0.203,162.857,355253.0
Hard 'N' Heavy,Never Felt,1995,Drums,Electronic / Dance,,,,,,
Back-On,Chain (Acoustic Cowboy Mix),2007,Drums,Soundtrack,,,,,,
Promo (DJ),Blastin' the System,1996,Drums,Electronic / Dance,,,,,,
DJ Flash,Pulp Fact,1995,Drums,Electronic / Dance,,,,,,
